Date,wdsp,wdsp^3,glorad
07/02/2018,7,49,325
08/02/2018,9,81,407
09/02/2018,10.2,104.04,706
10/02/2018,14.6,213.16,459
11/02/2018,12.1,146.41,589
12/02/2018,11.7,136.89,750
13/02/2018,8.9,79.21,781
14/02/2018,13.3,176.89,382
15/02/2018,13.2,174.24,634
16/02/2018,9.9,98.01,465
17/02/2018,5.7,32.49,711
18/02/2018,6.2,38.44,189
19/02/2018,6.6,43.56,409
20/02/2018,5,25,944
21/02/2018,3.5,12.25,707
22/02/2018,4.9,24.01,328
23/02/2018,8,64,826
24/02/2018,6.9,47.61,654
25/02/2018,8.5,72.25,1066
26/02/2018,8.2,67.24,310
27/02/2018,7.8,60.84,743
28/02/2018,12.8,163.84,599
01/03/2018,19.3,372.49,567
02/03/2018,21.9,479.61,653
03/03/2018,14.5,210.25,495
04/03/2018,8,64,330
05/03/2018,3.1,9.61,280
06/03/2018,4.2,17.64,797
07/03/2018,8.7,75.69,1115
08/03/2018,5.2,27.04,807
09/03/2018,7,49,694
10/03/2018,9.3,86.49,514
11/03/2018,7.2,51.84,808
12/03/2018,5.8,33.64,533
13/03/2018,6.6,43.56,1006
14/03/2018,15.2,231.04,307
15/03/2018,9.8,96.04,1026
16/03/2018,7.3,53.29,653
17/03/2018,16.3,265.69,397
18/03/2018,15.6,243.36,671
19/03/2018,11.1,123.21,1356
20/03/2018,3.3,10.89,1639
21/03/2018,8.7,75.69,798
22/03/2018,11.4,129.96,534
23/03/2018,9.8,96.04,910
24/03/2018,3.8,14.44,1544
25/03/2018,4.3,18.49,1365
26/03/2018,6.9,47.61,894
27/03/2018,10.4,108.16,1000
28/03/2018,7,49,1369
29/03/2018,5.6,31.36,502
30/03/2018,6.5,42.25,762
31/03/2018,6.5,42.25,901
01/04/2018,8.5,72.25,897
02/04/2018,11.7,136.89,379
03/04/2018,7.3,53.29,1095
04/04/2018,8.7,75.69,693
05/04/2018,7.8,60.84,1447
06/04/2018,12.8,163.84,915
07/04/2018,3.7,13.69,916
08/04/2018,3.7,13.69,1000
09/04/2018,6.2,38.44,1103
10/04/2018,11.3,127.69,373
11/04/2018,8.8,77.44,459
12/04/2018,7.7,59.29,292
13/04/2018,4.2,17.64,474
14/04/2018,8.2,67.24,1022
15/04/2018,10.9,118.81,640
16/04/2018,13.8,190.44,952
17/04/2018,16.3,265.69,1816
18/04/2018,12.8,163.84,1635
19/04/2018,7.6,57.76,1647
20/04/2018,5.4,29.16,2076
21/04/2018,5.9,34.81,2407
22/04/2018,11.6,134.56,1664
23/04/2018,12.2,148.84,930
24/04/2018,7.6,57.76,698
25/04/2018,12.3,151.29,1884
26/04/2018,9.9,98.01,1714
27/04/2018,5.9,34.81,1569
28/04/2018,4.2,17.64,2093
29/04/2018,5.2,27.04,2319
30/04/2018,3.4,11.56,2227
01/05/2018,11,121,841
02/05/2018,9.8,96.04,2082
03/05/2018,8.6,73.96,716
04/05/2018,6.4,40.96,1628
05/05/2018,6.1,37.21,1945
06/05/2018,4.8,23.04,2555
07/05/2018,4.6,21.16,2042
08/05/2018,9.8,96.04,1991
09/05/2018,9.4,88.36,886
10/05/2018,9.2,84.64,2335
11/05/2018,8.5,72.25,1072
12/05/2018,4.3,18.49,2078
13/05/2018,5.2,27.04,2254
14/05/2018,4,16,880
15/05/2018,5.9,34.81,1000
16/05/2018,6.3,39.69,2860
17/05/2018,6.8,46.24,2715
18/05/2018,4.2,17.64,1945
19/05/2018,8.2,67.24,2468
20/05/2018,8.7,75.69,656
21/05/2018,6.6,43.56,647
22/05/2018,5.4,29.16,1651
23/05/2018,7.6,57.76,2794
24/05/2018,4.2,17.64,1524
25/05/2018,7.9,62.41,2923
26/05/2018,10.7,114.49,1790
27/05/2018,8.4,70.56,1499
28/05/2018,3.8,14.44,2713
29/05/2018,7.7,59.29,2924
30/05/2018,6.5,42.25,2536
31/05/2018, ,#VALUE!, 
01/06/2018, ,#VALUE!, 
02/06/2018,3.4,11.56,1012
03/06/2018,4.1,16.81,2574
04/06/2018,4.7,22.09,2350
05/06/2018,6.1,37.21,1796
06/06/2018,4.8,23.04,3010
07/06/2018,4.6,21.16,2893
08/06/2018,4.5,20.25,2309
09/06/2018,4.7,22.09,2967
10/06/2018,4.5,20.25,2036
11/06/2018,5.5,30.25,1814
12/06/2018,4.5,20.25,1167
13/06/2018,10.4,108.16,1208
14/06/2018,16.4,268.96,2062
15/06/2018,7.6,57.76,1386
16/06/2018,11.8,139.24,2104
17/06/2018,10.4,108.16,1124
18/06/2018,9.3,86.49,931
19/06/2018,8.3,68.89,1177
20/06/2018,10.3,106.09,1453
21/06/2018,7,49,2516
22/06/2018,3.7,13.69,3090
23/06/2018,3.9,15.21,2851
24/06/2018,3.5,12.25,3071
25/06/2018,4.5,20.25,2720
26/06/2018,4.5,20.25,2482
27/06/2018,5.7,32.49,2860
28/06/2018,6,36,3001
29/06/2018,5.8,33.64,3052
30/06/2018,6.8,46.24,3036
01/07/2018,6.3,39.69,2607
02/07/2018,7.7,59.29,2991
03/07/2018,8.5,72.25,3033
04/07/2018,3.8,14.44,2647
